age;time_to_maturity;balance;LTV;interest_rate;SingleFamily;balance_orig;FICO_orig;LTV_orig;Interest_Rate_orig;Default
33;87;91975.78;93.7475672;7.7;1;96000;583;80;0;0
9;108;317141.34;80.71713801;7.94;1;320000;598;63.4;7.94;0
12;88;190000;133.5802352;6.625;1;190000;700;95;6.625;0
15;105;525000;104.8261636;6.75;1;525000;725;75;6.75;0
22;95;319899.91;113.0176194;5;1;335000;697;77;5;1
4;116;179208.17;68.70458575;8.452;0;180000;528;80;8.452;1
20;100;442759.24;56.30042632;5.875;0;489600;724;80;5.875;0
3;115;220000;80.48923063;6.5;1;220000;786;80;0;0
34;86;144546.77;78.98967398;6.25;1;168000;781;100;6.25;0
16;101;288000;112.4003477;6.5;0;288000;781;80;6.5;1
12;108;838700;61.14990668;5.25;1;838700;740;80;0;0
19;100;82672.33;91.18988267;7;1;88400;633;80;0;0
7;114;87772.62;88.16915462;7.875;1;88800;611;80;7.875;0
10;108;90619.75;108.5555277;7.625;1;93000;648;79.8;7.625;1
6;111;64681.21;88.814866;7.5;1;65700;720;80;0;0
7;114;152542.84;99.71889359;8.99;0;152600;672;80;8.99;0
16;105;155958.34;113.9864704;6.375;0;156000;673;80;6.375;1
2;116;78943.58;92.63522379;9.15;1;79200;635;90;9.15;1
8;113;55200.95;55.60421173;12.382;0;55800;532;74.9;0;0
11;109;111894.11;108.1355176;7.875;1;114400;660;79.6;7.875;0
23;97;233993.17;112.6966766;2;0;221000;632;78.9;0;0
30;90;65779.77;27.22845225;7.5;0;125400;685;58.8;7.5;0
3;117;174246.87;72.86374544;7.75;1;175000;575;70;7.75;0
1;105;67597.37;80.12272393;11.5;1;68850;519;85;0;0
8;110;93690.45;103.9873708;5.864;1;89150;622;76.2;1.9;1
40;80;465680.67;68.37078991;6.25;1;549000;659;90;6.25;0
5;116;418892.87;104.7167567;10.75;0;420000;755;80;10.75;1
2;118;97727.56;93.01868841;7.875;1;98000;650;99.5;0;0
10;110;205389.31;139.8394499;6.99;0;202350;609;95;6.99;1
17;104;107554.92;57.06084658;6.5;0;115900;735;95;6.5;0
4;111;111897.1;71.49826467;6.1;0;114750;648;85;6.1;0
10;108;325584.8;108.8098194;7.625;0;335000;796;77.2;7.625;1
3;117;131426.94;78.57151354;8.45;1;131920;555;80;8.45;0
35;85;481330.61;89.11853355;6.65;0;499000;646;77.5;6.65;0
5;115;145953.07;96.00347012;6.875;1;148000;667;80;0;0
34;86;103819.75;32.46465739;14.27;1;107250;519;63.7;14.27;0
32;88;511418.6;70.07661489;6.75;0;572000;653;63.6;6.75;0
9;112;94165.12;93.63855661;7.25;0;95920;790;80;7.25;0
18;98;233595.94;111.069514;10.625;1;244000;626;80;6.94;1
23;97;61020.8;74.70843514;8.3;1;65000;592;57.5;8.3;1
22;98;161555.43;115.6984046;7.3;0;171700;658;80;0;0
2;119;290000;58.05414291;6.25;0;290000;709;59.2;6.25;0
29;91;312854.92;93.11675419;8.5;0;336000;604;80;8.5;0
4;117;359941.19;73.82593324;5.75;0;360000;658;80;5.75;0
9;111;111997.28;117.4463159;7.6;0;112000;665;80;7.6;1
42;18;4657.64;16.04351735;8.85;0;18400;723;80;8.85;0
3;115;9.00E+05;77.66711138;7.875;1;9.00E+05;671;75;7.875;0
10;110;715781.8;108.2790655;6.625;1;719000;696;75;6.625;0
14;102;273979.19;100.9256773;6.25;1;289000;739;77.1;6.25;1
9;108;556055.8;79.63876132;6.25;0;575000;794;59.3;6.25;0
3;117;166578.89;90.82446182;8.15;1;166907;603;95;8.15;1
8;112;264844.56;111.8841525;7;1;251700;691;77.5;7;0
4;116;119658.91;78.5222262;7.125;1;120650;613;95;7.125;1
15;85;75275.75;7.842076994;6.625;1;385000;782;63.5;6.625;0
12;108;137726.41;119.3062087;9.45;0;136278;610;80;8.45;0
21;99;59960.24;144.3802727;10.75;0;60000;600;100;10.75;0
16;104;106518.27;103.6257202;5.99;1;112000;623;80;5.99;0
8;113;187030.52;101.7396426;8.35;1;187850;528;85;8.35;1
8;109;137587.68;66.6012649;9;1;140250;658;85;9;0
23;97;117571.39;65.8346968;5.99;1;127482;684;51;5.99;0
19;101;230216.83;127.1020789;8.69;1;239400;639;90;8.69;1
15;105;76164.88;76.94129442;6;0;79900;797;57.1;6;0
4;116;454077.96;105.6004529;10.49;0;455000;648;100;10.49;1
7;113;477259.88;101.0623707;8.95;1;480000;562;75;8.95;1
13;108;430400;74.51437684;5.5;0;430400;795;80;5.5;0
4;114;297600;86.77498879;7.875;0;297600;640;78.3;7.875;1
14;107;536636;108.9004588;6;0;559200;784;79.3;6;0
8;113;460000;81.51929676;5.5;0;460000;724;80;5.5;0
27;93;58578.32;92.38301222;8.84;0;62400;511;80;8.84;0
27;93;662294.99;94.78504249;2;0;647572;655;75;6.5;0
6;114;241470.99;84.99372205;6.375;0;241500;704;69;6.375;0
12;108;309277.87;108.9421205;8.125;1;319500;689;90;5.35;1
19;101;671519.64;116.0525889;6.5;1;690000;563;88.6;6.5;0
11;90;63947.23;22.56117173;5.125;0;129500;709;70;3.375;0
21;99;678830.63;113.2269224;3.375;1;680000;630;80;5.875;0
4;116;71270.78;68.66285167;8.217;0;71600;624;80;8.217;0
2;158;258717.18;82.84761975;8.308;0;256000;703;80;1.9;0
20;100;61197.75;114.4484861;9.13;1;63600;603;80;9.13;0
36;143;115356.81;63.15646176;2;1;172800;596;80;7.3;0
22;98;44097.88;84.64918016;4.41;0;57600;546;80;4.41;1
13;107;489100;114.0215406;6.625;0;489100;678;80;6.625;1
9;111;772872.43;64.57457969;4.25;1;811000;780;80;4.25;0
6;112;130367.51;96.70397737;8;0;130436;736;80;8;1
3;117;164000;76.63440718;5.875;1;164000;701;80;5.875;0
5;116;280000;68.44067039;5.125;0;280000;729;80;5.125;0
20;98;191916.42;113.7213021;2.75;0;192000;785;80;5.875;1
8;112;184000;127.2893772;6.875;1;184000;645;89.8;6.875;1
16;104;104520.19;69.84735098;10.25;1;108000;516;80;0;0
11;107;177146.47;119.4727439;7.25;1;177200;665;80;7.25;1
13;68;99483.98;108.115579;9.9;1;104800;626;80;9.9;0
29;92;149964.72;115.7199446;3.75;1;162000;662;100;0;0
15;105;216136.63;116.6371879;4.75;0;207200;685;80;1;1
20;100;81176.35;109.295636;7.725;1;80000;585;80;7.725;0
32;88;132868.38;94.40763537;8.625;1;139200;654;80;0;1
11;109;293664.47;52.39367885;10;1;3.00E+05;603;80;0;1
21;100;2981585.1;73.21878787;5.5;1;3.00E+06;779;50.1;5.5;0
13;107;212379.78;112.1105079;8.75;0;216000;675;80;6.65;1
10;107;96373.41;56.76189731;12.15;1;97500;599;75;12.15;0
3;113;93021.1;59.27276796;7.9;1;94250;627;65;7.9;0
40;80;117799.41;74.9252736;2;0;148500;655;90;2;0
8;113;140000;81.51929676;5.875;0;140000;757;80;5.875;0
9;107;158945.42;130.1802732;8;0;148665;744;85;11.875;0
23;97;445398.94;112.0556654;5.99;1;483000;714;87.8;5.99;0
14;106;195411.4;116.3593249;5.375;1;193600;616;80;5.375;0
16;107;223493.3;112.0115475;6.875;1;223680.8;772;79.9;6.875;1
10;110;208689.57;72.6492039;5.625;1;215200;671;80;5.625;0
16;105;79119.65;112.3998505;7;1;79120;714;80;7;0
9;111;281122.53;122.7343087;6.625;0;269100;717;90;2;1
23;98;56937.16;44.13329429;8.25;1;60000;682;65.2;8.25;0
23;97;117130.93;97.33938579;6.5;1;126000;711;70;6.5;1
3;52;319979.27;72.51602078;5.875;1;348000;747;80;5.875;0
29;89;94398.26;103.683275;5.75;1;99550;765;80;5.75;0
7;113;416995.83;87.41719481;7;1;417000;655;71.9;7;1
19;101;419864.15;69.13374545;5;1;452000;587;80;5;0
20;100;143429.91;119.5222045;9.3;0;144000;545;80;0;1
6;114;99899.33;71.01688665;8;1;1.00E+05;627;85.1;8;0
22;58;82967.95;98.59400999;7;0;96800;610;80;7;0
28;90;177171.29;89.48253442;3;1;177300;627;64;6.625;1
31;69;739999.99;74.25788159;1.875;1;740000;701;80;2.875;0
7;114;152706.18;88.46368564;10.2;0;153000;513;72.9;10.2;1
12;108;202250.53;121.8784161;6;0;195900;612;80;6;0
69;107;267222.02;32.48525169;7.125;1;279350;667;90;0;0
10;106;373163.85;107.2165445;6.375;1;388720;788;80;6.375;0
1;117;231541.35;79.32203044;6.95;0;231600;662;80;0;0
33;88;80279.55;84.46576401;6.375;1;92700;654;90;6.375;0
3;117;74680.39;53.81735777;9.25;1;75000;581;51.7;0;0
28;93;272759.78;69.96859392;2;0;390070;683;80;0;0
3;117;508000;90.44977292;8.55;1;508000;622;89.9;8.55;0
2;118;247265.64;68.06418548;9.7;0;247500;644;75;0;1
28;92;245498.33;89.70490707;6.375;0;245500;663;64.6;6.375;0
2;158;743580.57;82.37416878;7.808;1;740000;712;80;1.75;0
6;114;523800;78.94387035;5.75;1;523800;797;80;5.75;0
29;92;187859.22;93.35757321;6.5;1;208000;646;80;6.5;0
41;79;70272.06;59.36125796;8.25;0;78583.97;612;80.8;8.25;0
13;107;195736.94;116.0959183;6.375;0;196800;721;80;6.375;0
10;111;325268.77;117.8904728;8.875;1;328000;664;80;7.25;1
18;102;131724.04;112.0186157;7;1;132800;645;80;7.65;0
3;117;1056656.64;77.44040476;8.75;1;1059750;712;75;8.75;0
11;109;62634.9;67.32236026;8.99;0;64000;502;80;8.99;0
6;115;156517.34;91.81911315;9.85;1;157500;563;75;9.85;0
7;113;107198.93;82.83327172;6.675;0;108000;618;80;0;0
16;104;106451.86;50.13522687;6.875;0;112000;647;80;6.875;0
26;89;364576.82;105.8877861;2.875;1;387760;773;80;4.875;0
4;116;124205.79;105.1425688;8.49;1;125000;610;100;8.49;0
4;117;398996.78;66.58861888;3.5;1;4.00E+05;663;79.2;5.125;0
8;112;158978.05;103.2188032;7.84;1;160000;666;80;7.84;0
36;84;592000;87.83993827;5.75;1;592000;713;80;5.75;0
13;107;227940.62;117.1651471;9;0;228000;738;80;6.375;1
16;105;56083.99;44.25100934;9.25;0;57600;605;73.8;9.25;0
14;107;238284.4;113.0547632;7.75;1;244000;651;80;7.35;1
27;94;353306.86;63.27791063;7.25;0;450000;661;90;7.25;0
49;71;176224.07;22.34883737;6.27;1;211500;556;73.8;4.565;1
28;32;29792.78;23.58058651;10.29;0;41250;583;75;10.29;0
4;116;228880;94.42080378;6.5;1;228880;698;80;6.5;0
18;102;69971.96;76.52502818;10.375;0;72393.98;707;94.6;6.675;1
9;151;85347.38;117.3513507;9.65;0;85850;622;85;9.65;0
15;106;90792.39;114.0108391;8.2;1;93500;623;85;8.2;1
1;116;157866.63;78.63710353;7.99;0;158800;654;80;7.99;0
14;107;286211.65;118.9664946;8.875;0;294500;735;95;6.7;1
12;108;269497.39;92.48423106;6;0;279500;709;65;6;1
43;78;185959.49;49.65609541;7.28;1;216300;531;70;7.28;1
16;105;113324.07;110.5670168;8.375;1;114640;628;80;8.375;1
28;92;54442.54;101.6339851;10.585;1;56950;536;85;10.585;0
6;114;181391.46;71.09661477;5.99;1;187150;651;95;0;0
15;105;216907.31;102.0842448;5;1;220000;703;100;5;0
3;117;97104.38;93.99431321;9.95;1;97200;652;90;0;0
11;110;559200;112.0564338;7.5;0;559200;775;80;7.5;1
26;96;258333.47;102.0798244;6.74;1;260000;663;80;6.74;0
18;103;865747.67;113.0177359;6;0;880000;691;80;6;0
18;103;258793.51;109.7132799;6;0;260000;700;80;6;0
16;104;134760.78;107.5964985;8.87;1;136800;603;80;6.5;1
1;115;468800;79.10203721;4.875;1;468800;768;80;4.875;0
4;116;622800;84.65190617;6.75;1;622800;800;80;6.75;0
28;92;207999.98;82.6813558;4.875;0;208000;685;80;4.875;0
20;100;185036.65;77.69178425;6;0;198000;710;75;6;0
4;116;145533.16;81.00338424;7.625;1;146400;789;80;7.625;0
22;38;145274.09;70.88107905;6.125;0;195000;747;61.9;6.125;0
26;94;204951.98;114.4333108;2;1;189000;591;90;0;0
10;108;227760;108.9456501;8.375;1;227760;691;80;0;1
6;114;247531.65;96.57205968;7.999;1;248000;654;80;0;1
4;117;354636.91;75.17660957;6.35;1;357000;542;85;6.35;0
25;95;426233.82;110.3443039;6.825;1;441000;609;90;6.825;0
16;104;624530.04;97.8608436;6;0;625000;789;69.8;6;0
27;92;74014.91;58.18721517;6.375;1;92000;704;51.5;6.375;0
19;101;248081.7;102.0605277;7.45;1;260000;599;80;7.45;0
4;116;418939.19;81.50222637;7.75;0;420750;581;85;7.75;0
14;106;81965.26;114.0142847;9.43;1;80000;500;76.9;0;0
4;117;195389.41;92.45791547;10.33;1;195800;627;89;10.33;1
12;149;534969.18;121.4498515;5.672;1;487500;725;75;2.45;1
33;85;159309.05;91.32274689;4.71;1;168000;596;80;4.71;0
43;77;81266.02;55.0588481;7;1;66800;530;80;7;0
10;110;629771.9;80.09018101;5.625;1;631000;771;68.9;5.625;0
6;114;213450.6;112.0066676;8.125;1;214900;738;100;8.125;1
19;101;120879.5;102.6320911;6.75;0;127800;732;90;6.75;0
8;113;435198;89.32573861;5.375;0;435198;754;98.5;5.375;0
12;108;100492.35;90.83494999;12.125;1;102400;590;80;8.75;0
22;98;121848.14;81.71632121;8.37;1;128000;591;59.7;8.37;0
6;114;487455.14;88.68474843;7;1;494000;813;79.7;7;0
6;110;95494.53;68.06994342;11.45;1;96000;552;80;11.45;1
14;106;248448.36;113.6559675;7.4;1;252000;595;80;0;0
5;116;211961.21;67.16095977;5.6;1;216000;672;80;5.6;0
28;92;155684.27;85.6811954;3.5;0;174600;742;80;5.625;1
3;117;133740.12;72.46582214;5.73;1;135000;677;74.2;5.73;0
8;113;155504.43;71.73358244;6.25;1;158500;672;92.2;0;0
15;105;255292.36;109.448993;7.175;1;257754;631;80;7.175;0
7;48;180992.93;58.0586469;9.5;1;199950;583;74.9;9.5;0
8;112;438950.07;105.816116;7.75;1;442000;574;85;7.75;0
6;112;156251.1;93.11350561;8.1;1;158850;552;90;0;0
6;115;219202.03;126.2431226;9.453;0;210000;751;100;3.4;1
7;109;212000;66.07804145;5.75;1;212000;758;80;5.75;0
5;116;165980.76;95.34910587;7.75;0;166400;688;80;7.75;1
19;101;482141.25;116.1354625;6.875;1;428000;732;70.2;6.875;0
12;108;211554.72;94.34732021;8;1;216000;614;90;8;1
9;51;133891.08;49.79959782;6.5;0;146200;682;64.7;6.5;0
7;113;113836.26;114.2776703;9.4;0;114750;661;85;0;1
24;97;132369.29;97.23489253;3.5;1;133600;660;80;5.875;1
15;105;141594.47;102.2224979;6.25;1;146250;672;75;6.25;1
32;89;123009.13;92.93448193;7.45;1;128000;646;80;0;0
30;88;115227.19;89.4901515;2.75;1;115500;778;70;5.875;0
9;112;214422.01;91.65468351;7.95;0;218000;596;67.1;7.95;0
7;114;104492.96;96.24660499;8.375;1;105600;756;80;8.375;1
